precastpanel;IfcBuildingElementPartTypeEnum;IfcBuildingElementPart
apron;IfcBuildingElementPartTypeEnum;IfcBuildingElementPart
insulation;IfcBuildingElementPartTypeEnum;IfcBuildingElementPartType
precastpanel;IfcBuildingElementPartTypeEnum;IfcBuildingElementPartType
apron;IfcBuildingElementPartTypeEnum;IfcBuildingElementPartType
complex;IfcBuildingElementProxyTypeEnum;IfcBuildingElementProxy
element;IfcBuildingElementProxyTypeEnum;IfcBuildingElementProxy
partial;IfcBuildingElementProxyTypeEnum;IfcBuildingElementProxy
provisionforvoid;IfcBuildingElementProxyTypeEnum;IfcBuildingElementProxy
provisionforspace;IfcBuildingElementProxyTypeEnum;IfcBuildingElementProxy
complex;IfcBuildingElementProxyTypeEnum;IfcBuildingElementProxyType
element;IfcBuildingElementProxyTypeEnum;IfcBuildingElementProxyType
partial;IfcBuildingElementProxyTypeEnum;IfcBuildingElementProxyType
provisionforvoid;IfcBuildingElementProxyTypeEnum;IfcBuildingElementProxyType
provisionforspace;IfcBuildingElementProxyTypeEnum;IfcBuildingElementProxyType
bend;IfcCableCarrierFittingTypeEnum;IfcCableCarrierFitting
cross;IfcCableCarrierFittingTypeEnum;IfcCableCarrierFitting
reducer;IfcCableCarrierFittingTypeEnum;IfcCableCarrierFitting
tee;IfcCableCarrierFittingTypeEnum;IfcCableCarrierFitting
bend;IfcCableCarrierFittingTypeEnum;IfcCableCarrierFittingType
cross;IfcCableCarrierFittingTypeEnum;IfcCableCarrierFittingType
reducer;IfcCableCarrierFittingTypeEnum;IfcCableCarrierFittingType
tee;IfcCableCarrierFittingTypeEnum;IfcCableCarrierFittingType
cableladdersegment;IfcCableCarrierSegmentTypeEnum;IfcCableCarrierSegment
cabletraysegment;IfcCableCarrierSegmentTypeEnum;IfcCableCarrierSegment
cabletrunkingsegment;IfcCableCarrierSegmentTypeEnum;IfcCableCarrierSegment
conduitsegment;IfcCableCarrierSegmentTypeEnum;IfcCableCarrierSegment
cableladdersegment;IfcCableCarrierSegmentTypeEnum;IfcCableCarrierSegmentType
cabletraysegment;IfcCableCarrierSegmentTypeEnum;IfcCableCarrierSegmentType
cabletrunkingsegment;IfcCableCarrierSegmentTypeEnum;IfcCableCarrierSegmentType
conduitsegment;IfcCableCarrierSegmentTypeEnum;IfcCableCarrierSegmentType
connector;IfcCableFittingTypeEnum;IfcCableFitting
entry;IfcCableFittingTypeEnum;IfcCableFitting
exit;IfcCableFittingTypeEnum;IfcCableFitting
junction;IfcCableFittingTypeEnum;IfcCableFitting
transition;IfcCableFittingTypeEnum;IfcCableFitting
connector;IfcCableFittingTypeEnum;IfcCableFittingType
entry;IfcCableFittingTypeEnum;IfcCableFittingType
exit;IfcCableFittingTypeEnum;IfcCableFittingType
junction;IfcCableFittingTypeEnum;IfcCableFittingType
transition;IfcCableFittingTypeEnum;IfcCableFittingType
busbarsegment;IfcCableSegmentTypeEnum;IfcCableSegment
cablesegment;IfcCableSegmentTypeEnum;IfcCableSegment
conductorsegment;IfcCableSegmentTypeEnum;IfcCableSegment
coresegment;IfcCableSegmentTypeEnum;IfcCableSegment
busbarsegment;IfcCableSegmentTypeEnum;IfcCableSegmentType
cablesegment;IfcCableSegmentTypeEnum;IfcCableSegmentType
conductorsegment;IfcCableSegmentTypeEnum;IfcCableSegmentType
coresegment;IfcCableSegmentTypeEnum;IfcCableSegmentType
well;IfcCaissonFoundationTypeEnum;IfcCaissonFoundation
caisson;IfcCaissonFoundationTypeEnum;IfcCaissonFoundation
well;IfcCaissonFoundationTypeEnum;IfcCaissonFoundationType
caisson;IfcCaissonFoundationTypeEnum;IfcCaissonFoundationType
aircooled;IfcChillerTypeEnum;IfcChiller
watercooled;IfcChillerTypeEnum;IfcChiller
heatrecovery;IfcChillerTypeEnum;IfcChiller
aircooled;IfcChillerTypeEnum;IfcChillerType
watercooled;IfcChillerTypeEnum;IfcChillerType
heatrecovery;IfcChillerTypeEnum;IfcChillerType
dxcoolingcoil;IfcCoilTypeEnum;IfcCoil
electricheatingcoil;IfcCoilTypeEnum;IfcCoil
gasheatingcoil;IfcCoilTypeEnum;IfcCoil
hydroniccoil;IfcCoilTypeEnum;IfcCoil
steamheatingcoil;IfcCoilTypeEnum;IfcCoil
watercoolingcoil;IfcCoilTypeEnum;IfcCoil
waterheatingcoil;IfcCoilTypeEnum;IfcCoil
dxcoolingcoil;IfcCoilTypeEnum;IfcCoilType
electricheatingcoil;IfcCoilTypeEnum;IfcCoilType
gasheatingcoil;IfcCoilTypeEnum;IfcCoilType
hydroniccoil;IfcCoilTypeEnum;IfcCoilType
steamheatingcoil;IfcCoilTypeEnum;IfcCoilType
watercoolingcoil;IfcCoilTypeEnum;IfcCoilType
waterheatingcoil;IfcCoilTypeEnum;IfcCoilType
column;IfcColumnTypeEnum;IfcColumn
pilaster;IfcColumnTypeEnum;IfcColumn
pierstem;IfcColumnTypeEnum;IfcColumn
pierstem_segment;IfcColumnTypeEnum;IfcColumn
standcolumn;IfcColumnTypeEnum;IfcColumn
column;IfcColumnTypeEnum;IfcColumnType
pilaster;IfcColumnTypeEnum;IfcColumnType
pierstem;IfcColumnTypeEnum;IfcColumnType
pierstem_segment;IfcColumnTypeEnum;IfcColumnType
standcolumn;IfcColumnTypeEnum;IfcColumnType
antenna;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
computer;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
fax;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
gateway;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
modem;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
networkappliance;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
networkbridge;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
networkhub;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
printer;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
repeater;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
router;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
scanner;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsAppliance
antenna;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
computer;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
fax;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
gateway;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
modem;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
networkappliance;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
networkbridge;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
networkhub;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
printer;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
repeater;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
router;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
scanner;IfcCommunicationsApplianceTypeEnum;IfcCommunicationsApplianceType
dynamic;IfcCompressorTypeEnum;IfcCompressor
reciprocating;IfcCompressorTypeEnum;IfcCompressor
rotary;IfcCompressorTypeEnum;IfcCompressor
scroll;IfcCompressorTypeEnum;IfcCompressor
trochoidal;IfcCompressorTypeEnum;IfcCompressor
singlestage;IfcCompressorTypeEnum;IfcCompressor
booster;IfcCompressorTypeEnum;IfcCompressor
opentype;IfcCompressorTypeEnum;IfcCompressor
hermetic;IfcCompressorTypeEnum;IfcCompressor
semihermetic;IfcCompressorTypeEnum;IfcCompressor
weldedshellhermetic;IfcCompressorTypeEnum;IfcCompressor
rollingpiston;IfcCompressorTypeEnum;IfcCompressor
rotaryvane;IfcCompressorTypeEnum;IfcCompressor
singlescrew;IfcCompressorTypeEnum;IfcCompressor
twinscrew;IfcCompressorTypeEnum;IfcCompressor
dynamic;IfcCompressorTypeEnum;IfcCompressorType
reciprocating;IfcCompressorTypeEnum;IfcCompressorType
rotary;IfcCompressorTypeEnum;IfcCompressorType
scroll;IfcCompressorTypeEnum;IfcCompressorType
trochoidal;IfcCompressorTypeEnum;IfcCompressorType
singlestage;IfcCompressorTypeEnum;IfcCompressorType
booster;IfcCompressorTypeEnum;IfcCompressorType
opentype;IfcCompressorTypeEnum;IfcCompressorType
hermetic;IfcCompressorTypeEnum;IfcCompressorType
semihermetic;IfcCompressorTypeEnum;IfcCompressorType
weldedshellhermetic;IfcCompressorTypeEnum;IfcCompressorType
rollingpiston;IfcCompressorTypeEnum;IfcCompressorType
rotaryvane;IfcCompressorTypeEnum;IfcCompressorType
singlescrew;IfcCompressorTypeEnum;IfcCompressorType
twinscrew;IfcCompressorTypeEnum;IfcCompressorType
aircooled;IfcCondenserTypeEnum;IfcCondenser
evaporativecooled;IfcCondenserTypeEnum;IfcCondenser
watercooled;IfcCondenserTypeEnum;IfcCondenser
watercooledbrazedplate;IfcCondenserTypeEnum;IfcCondenser
watercooledshellcoil;IfcCondenserTypeEnum;IfcCondenser
watercooledshelltube;IfcCondenserTypeEnum;IfcCondenser
watercooledtubeintube;IfcCondenserTypeEnum;IfcCondenser
aircooled;IfcCondenserTypeEnum;IfcCondenserType
evaporativecooled;IfcCondenserTypeEnum;IfcCondenserType
watercooled;IfcCondenserTypeEnum;IfcCondenserType
watercooledbrazedplate;IfcCondenserTypeEnum;IfcCondenserType
watercooledshellcoil;IfcCondenserTypeEnum;IfcCondenserType
watercooledshelltube;IfcCondenserTypeEnum;IfcCondenserType
watercooledtubeintube;IfcCondenserTypeEnum;IfcCondenserType
floating;IfcControllerTypeEnum;IfcController
programmable;IfcControllerTypeEnum;IfcController
proportional;IfcControllerTypeEnum;IfcController
multiposition;IfcControllerTypeEnum;IfcController
twoposition;IfcControllerTypeEnum;IfcController
floating;IfcControllerTypeEnum;IfcControllerType
programmable;IfcControllerTypeEnum;IfcControllerType
proportional;IfcControllerTypeEnum;IfcControllerType
multiposition;IfcControllerTypeEnum;IfcControllerType
twoposition;IfcControllerTypeEnum;IfcControllerType
active;IfcCooledBeamTypeEnum;IfcCooledBeam
passive;IfcCooledBeamTypeEnum;IfcCooledBeam
active;IfcCooledBeamTypeEnum;IfcCooledBeamType
passive;IfcCooledBeamTypeEnum;IfcCooledBeamType
naturaldraft;IfcCoolingTowerTypeEnum;IfcCoolingTower
mechanicalinduceddraft;IfcCoolingTowerTypeEnum;IfcCoolingTower
mechanicalforceddraft;IfcCoolingTowerTypeEnum;IfcCoolingTower
naturaldraft;IfcCoolingTowerTypeEnum;IfcCoolingTowerType
mechanicalinduceddraft;IfcCoolingTowerTypeEnum;IfcCoolingTowerType
mechanicalforceddraft;IfcCoolingTowerTypeEnum;IfcCoolingTowerType
ceiling;IfcCoveringTypeEnum;IfcCovering
flooring;IfcCoveringTypeEnum;IfcCovering
cladding;IfcCoveringTypeEnum;IfcCovering
roofing;IfcCoveringTypeEnum;IfcCovering
molding;IfcCoveringTypeEnum;IfcCovering
skirtingboard;IfcCoveringTypeEnum;IfcCovering
insulation;IfcCoveringTypeEnum;IfcCovering
membrane;IfcCoveringTypeEnum;IfcCovering
sleeving;IfcCoveringTypeEnum;IfcCovering
wrapping;IfcCoveringTypeEnum;IfcCovering
coping;IfcCoveringTypeEnum;IfcCovering
ceiling;IfcCoveringTypeEnum;IfcCoveringType
flooring;IfcCoveringTypeEnum;IfcCoveringType
cladding;IfcCoveringTypeEnum;IfcCoveringType
roofing;IfcCoveringTypeEnum;IfcCoveringType
molding;IfcCoveringTypeEnum;IfcCoveringType
skirtingboard;IfcCoveringTypeEnum;IfcCoveringType
insulation;IfcCoveringTypeEnum;IfcCoveringType
membrane;IfcCoveringTypeEnum;IfcCoveringType
sleeving;IfcCoveringTypeEnum;IfcCoveringType
wrapping;IfcCoveringTypeEnum;IfcCoveringType
coping;IfcCoveringTypeEnum;IfcCoveringType
backdraftdamper;IfcDamperTypeEnum;IfcDamper
balancingdamper;IfcDamperTypeEnum;IfcDamper
blastdamper;IfcDamperTypeEnum;IfcDamper
controldamper;IfcDamperTypeEnum;IfcDamper
firedamper;IfcDamperTypeEnum;IfcDamper
firesmokedamper;IfcDamperTypeEnum;IfcDamper
fumehoodexhaust;IfcDamperTypeEnum;IfcDamper
gravitydamper;IfcDamperTypeEnum;IfcDamper
gravityreliefdamper;IfcDamperTypeEnum;IfcDamper
reliefdamper;IfcDamperTypeEnum;IfcDamper
smokedamper;IfcDamperTypeEnum;IfcDamper
backdraftdamper;IfcDamperTypeEnum;IfcDamperType
balancingdamper;IfcDamperTypeEnum;IfcDamperType
blastdamper;IfcDamperTypeEnum;IfcDamperType
controldamper;IfcDamperTypeEnum;IfcDamperType
firedamper;IfcDamperTypeEnum;IfcDamperType
firesmokedamper;IfcDamperTypeEnum;IfcDamperType
fumehoodexhaust;IfcDamperTypeEnum;IfcDamperType
gravitydamper;IfcDamperTypeEnum;IfcDamperType
gravityreliefdamper;IfcDamperTypeEnum;IfcDamperType
reliefdamper;IfcDamperTypeEnum;IfcDamperType
smokedamper;IfcDamperTypeEnum;IfcDamperType
anchorplate;IfcDiscreteAccessoryTypeEnum;IfcDiscreteAccessory
bracket;IfcDiscreteAccessoryTypeEnum;IfcDiscreteAccessory
shoe;IfcDiscreteAccessoryTypeEnum;IfcDiscreteAccessory
expansion_joint_device;IfcDiscreteAccessoryTypeEnum;IfcDiscreteAccessory
anchorplate;IfcDiscreteAccessoryTypeEnum;IfcDiscreteAccessoryType
bracket;IfcDiscreteAccessoryTypeEnum;IfcDiscreteAccessoryType
shoe;IfcDiscreteAccessoryTypeEnum;IfcDiscreteAccessoryType
expansion_joint_device;IfcDiscreteAccessoryTypeEnum;IfcDiscreteAccessoryType
formedduct;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElement
inspectionchamber;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElement
inspectionpit;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElement
manhole;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElement
meterchamber;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElement
sump;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElement
trench;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElement
valvechamber;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElement
formedduct;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElementType
inspectionchamber;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElementType
inspectionpit;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElementType
manhole;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElementType
meterchamber;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElementType
sump;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElementType
trench;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElementType
valvechamber;IfcDistributionChamberElementTypeEnum;IfcDistributionChamberElementType
door;IfcDoorTypeEnum;IfcDoor
gate;IfcDoorTypeEnum;IfcDoor
trapdoor;IfcDoorTypeEnum;IfcDoor
door;IfcDoorTypeEnum;IfcDoorType
gate;IfcDoorTypeEnum;IfcDoorType
trapdoor;IfcDoorTypeEnum;IfcDoorType
bend;IfcDuctFittingTypeEnum;IfcDuctFitting
connector;IfcDuctFittingTypeEnum;IfcDuctFitting
entry;IfcDuctFittingTypeEnum;IfcDuctFitting
exit;IfcDuctFittingTypeEnum;IfcDuctFitting
junction;IfcDuctFittingTypeEnum;IfcDuctFitting
obstruction;IfcDuctFittingTypeEnum;IfcDuctFitting
transition;IfcDuctFittingTypeEnum;IfcDuctFitting
bend;IfcDuctFittingTypeEnum;IfcDuctFittingType
connector;IfcDuctFittingTypeEnum;IfcDuctFittingType
entry;IfcDuctFittingTypeEnum;IfcDuctFittingType
exit;IfcDuctFittingTypeEnum;IfcDuctFittingType
junction;IfcDuctFittingTypeEnum;IfcDuctFittingType
obstruction;IfcDuctFittingTypeEnum;IfcDuctFittingType
transition;IfcDuctFittingTypeEnum;IfcDuctFittingType
rigidsegment;IfcDuctSegmentTypeEnum;IfcDuctSegment
flexiblesegment;IfcDuctSegmentTypeEnum;IfcDuctSegment
rigidsegment;IfcDuctSegmentTypeEnum;IfcDuctSegmentType
flexiblesegment;IfcDuctSegmentTypeEnum;IfcDuctSegmentType
flatoval;IfcDuctSilencerTypeEnum;IfcDuctSilencer
rectangular;IfcDuctSilencerTypeEnum;IfcDuctSilencer
round;IfcDuctSilencerTypeEnum;IfcDuctSilencer
flatoval;IfcDuctSilencerTypeEnum;IfcDuctSilencerType
rectangular;IfcDuctSilencerTypeEnum;IfcDuctSilencerType
round;IfcDuctSilencerTypeEnum;IfcDuctSilencerType
dishwasher;IfcElectricApplianceTypeEnum;IfcElectricAppliance
electriccooker;IfcElectricApplianceTypeEnum;IfcElectricAppliance
freestandingelectricheater;IfcElectricApplianceTypeEnum;IfcElectricAppliance
freestandingfan;IfcElectricApplianceTypeEnum;IfcElectricAppliance
freestandingwaterheater;IfcElectricApplianceTypeEnum;IfcElectricAppliance
freestandingwatercooler;IfcElectricApplianceTypeEnum;IfcElectricAppliance
freezer;IfcElectricApplianceTypeEnum;IfcElectricAppliance
fridge_freezer;IfcElectricApplianceTypeEnum;IfcElectricAppliance
handdryer;IfcElectricApplianceTypeEnum;IfcElectricAppliance
kitchenmachine;IfcElectricApplianceTypeEnum;IfcElectricAppliance
microwave;IfcElectricApplianceTypeEnum;IfcElectricAppliance
photocopier;IfcElectricApplianceTypeEnum;IfcElectricAppliance
refrigerator;IfcElectricApplianceTypeEnum;IfcElectricAppliance
tumbledryer;IfcElectricApplianceTypeEnum;IfcElectricAppliance
vendingmachine;IfcElectricApplianceTypeEnum;IfcElectricAppliance
washingmachine;IfcElectricApplianceTypeEnum;IfcElectricAppliance
dishwasher;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
electriccooker;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
freestandingelectricheater;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
freestandingfan;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
freestandingwaterheater;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
freestandingwatercooler;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
freezer;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
fridge_freezer;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
handdryer;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
kitchenmachine;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
microwave;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
photocopier;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
refrigerator;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
tumbledryer;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
vendingmachine;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
washingmachine;IfcElectricApplianceTypeEnum;IfcElectricApplianceType
consumerunit;IfcElectricDistributionBoardTypeEnum;IfcElectricDistributionBoard
distributionboard;IfcElectricDistributionBoardTypeEnum;IfcElectricDistributionBoard
motorcontrolcentre;IfcElectricDistributionBoardTypeEnum;IfcElectricDistributionBoard
switchboard;IfcElectricDistributionBoardTypeEnum;IfcElectricDistributionBoard
consumerunit;IfcElectricDistributionBoardTypeEnum;IfcElectricDistributionBoardType
distributionboard;IfcElectricDistributionBoardTypeEnum;IfcElectricDistributionBoardType
motorcontrolcentre;IfcElectricDistributionBoardTypeEnum;IfcElectricDistributionBoardType
switchboard;IfcElectricDistributionBoardTypeEnum;IfcElectricDistributionBoardType
